(57.01447731124878, 9.9693245425376)
(57.014585069738146, 9.969324549095163)
(57.014692828225634, 9.969324555652772)
(57.01480058671125, 9.969324562210428)
(57.014908345195, 9.969324568768124)
(57.014908341461904, 9.969522106519086)
(57.014800582978154, 9.969522099390119)
(57.01469282449255, 9.9695220922612)
(57.01458506600507, 9.969522085132327)
(57.014477307515726, 9.969522078003498)
(57.014369549024515, 9.96952207087472)
(57.01426179053142, 9.969522063745993)
(57.01415403203648, 9.969522056617306)
(57.01404627353966, 9.969522049488667)
(57.01393851504098, 9.96952204236008)
(57.01383075654042, 9.969522035231527)
(57.01372299803801, 9.969522028103041)
(57.01361523953371, 9.969522020974596)
(57.01361523548914, 9.969719551870527)
(57.01372299399341, 9.969719559570205)
(57.01383075249582, 9.969719567269939)
(57.01393851099637, 9.96971957496971)
(57.01404626949502, 9.969719582669539)
(57.01415402799182, 9.969719590369424)
(57.01426178648677, 9.969719598069346)
(57.01436954497983, 9.96971960576933)
(57.01447730347103, 9.969719613469367)
(57.01458506196037, 9.969719621169453)
(57.01469282044783, 9.969719628869582)
(57.014800578933425, 9.969719636569769)
(57.01490833741716, 9.969719644270006)
(57.01490833306078, 9.969917182020879)
(57.01480057457707, 9.969917173749375)
(57.01469281609148, 9.969917165477922)
(57.01458505760404, 9.969917157206524)
(57.01447729911472, 9.969917148935181)
(57.01436954062353, 9.969917140663899)
(57.01426178213047, 9.969917132392665)
(57.014154023635555, 9.969917124121483)
(57.014046265138774, 9.96991711585036)
(57.013938506640116, 9.969917107579292)
(57.01383074813958, 9.96991709930828)
(57.013722989637195, 9.969917091037322)
(57.01361523113294, 9.969917082766417)
(57.013507467959, 9.970114604820184)
(57.01361522646511, 9.970114613662254)
(57.01372298496936, 9.970114622504388)
(57.01383074347173, 9.970114631346583)
(57.013938501972234, 9.97011464018883)
(57.01404626047088, 9.97011464903114)
(57.01415401896766, 9.970114657873506)
(57.014261777462565, 9.970114666715935)
(57.0143695359556, 9.97011467555842)
(57.01447729444677, 9.970114684400956)
(57.01458505293608, 9.970114693243556)
(57.014692811423515, 9.970114702086217)
(57.01480056990907, 9.970114710928932)
(57.01480056492946, 9.970312248108439)
(57.01469280644391, 9.970312238694454)
(57.01458504795649, 9.970312229280534)
(57.014477289467195, 9.970312219866676)
(57.01436953097603, 9.97031221045288)
(57.01426177248302, 9.970312201039146)
(57.014154013988126, 9.970312191625476)
(57.014046255491365, 9.970312182211861)
(57.013938496992736, 9.970312172798321)
(57.01383073849225, 9.970312163384833)
(57.01372297998989, 9.970312153971399)
(57.013615221485665, 9.97031214455805)
(57.01350746297956, 9.970312135144749)
(57.01383073320115, 9.970509695423033)
(57.01393849170163, 9.970509705407752)
(57.01404625020023, 9.970509715392536)
(57.01415400869697, 9.970509725377386)
(57.01426176719184, 9.970509735362311)
(57.014369525684856, 9.970509745347291)
(57.014477284175996, 9.97050975533235)
(57.01458504266526, 9.970509765317463)
(57.01469280115266, 9.970509775302641)
(57.0148005596382, 9.97050978528789)
(57.0146927955498, 9.970707311910772)
(57.0145850370624, 9.970707301354324)
(57.01447727857315, 9.970707290797954)
(57.01436952008203, 9.97070728024165)
(57.01426176158905, 9.970707269685409)
